destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Home,Alone,Sunny,80,6PM,CoffeeHouse,2h,Male,36,Marriedpartner,1,Graduatedegree(MastersorDoctorate),LifePhysicalSocialScience,$100000orMore,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,36,Marriedpartner,1,Graduatedegree(MastersorDoctorate),LifePhysicalSocialScience,$100000orMore,?,less1,4~8,1~3,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Male,36,Marriedpartner,1,Graduatedegree(MastersorDoctorate),LifePhysicalSocialScience,$100000orMore,?,less1,4~8,1~3,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,36,Marriedpartner,1,Graduatedegree(MastersorDoctorate),LifePhysicalSocialScience,$100000orMore,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,Carryout&Takeaway,2h,Male,36,Marriedpartner,1,Graduatedegree(MastersorDoctorate),LifePhysicalSocialScience,$100000orMore,?,less1,4~8,1~3,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,36,Marriedpartner,1,Graduatedegree(MastersorDoctorate),LifePhysicalSocialScience,$100000orMore,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,36,Marriedpartner,1,Graduatedegree(MastersorDoctorate),LifePhysicalSocialScience,$100000orMore,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,CoffeeHouse,2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,Carryout&Takeaway,2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,55,2PM,Carryout&Takeaway,1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,1
NoUrgentPlace,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,0
NoUrgentPlace,Kid(s),Sunny,80,10AM,Carryout&Takeaway,2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,0
NoUrgentPlace,Kid(s),Sunny,80,10AM,Bar,1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,0
NoUrgentPlace,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,0,0,0,1,1
NoUrgentPlace,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,1
NoUrgentPlace,Kid(s),Sunny,55,6PM,CoffeeHouse,2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,0,0,1,0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,CoffeeHouse,2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,0
Work,Alone,Sunny,80,7AM,Carryout&Takeaway,2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,46,Unmarriedpartner,1,Bachelorsdegree,Business&Financial,$62500-$74999,?,never,less1,4~8,1~3,never,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,10AM,Bar,1d,Male,50plus,Divorced,1,Bachelorsdegree,Computer&Mathematical,$25000-$37499,?,?,?,?,?,?,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,1d,Male,50plus,Divorced,1,Bachelorsdegree,Computer&Mathematical,$25000-$37499,?,?,?,?,?,?,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,50plus,Divorced,1,Bachelorsdegree,Computer&Mathematical,$25000-$37499,?,?,?,?,?,?,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,6PM,CoffeeHouse,2h,Male,50plus,Divorced,1,Bachelorsdegree,Computer&Mathematical,$25000-$37499,?,?,?,?,?,?,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,2PM,CoffeeHouse,2h,Male,50plus,Divorced,1,Bachelorsdegree,Computer&Mathematical,$25000-$37499,?,?,?,?,?,?,1,0,0,0,1,1
NoUrgentPlace,Alone,Sunny,55,10AM,CoffeeHouse,2h,Male,50plus,Divorced,1,Bachelorsdegree,Computer&Mathematical,$25000-$37499,?,?,?,?,?,?,1,0,0,0,1,0
NoUrgentPlace,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,Carryout&Takeaway,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,6PM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,2PM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,2PM,Carryout&Takeaway,1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,0,0,1,1
NoUrgentPlace,Alone,Sunny,55,10AM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carryout&Takeaway,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,1,0,0
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,26,Single,0,HighSchoolGraduate,Sales&Related,$12500-$24999,?,never,never,4~8,1~3,never,1,1,0,0,1,0
NoUrgentPlace,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,CoffeeHouse,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,Carryout&Takeaway,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,2PM,Carryout&Takeaway,1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,1
NoUrgentPlace,Partner,Sunny,80,10AM,CoffeeHouse,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,0,1,0
NoUrgentPlace,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,0,1,1
NoUrgentPlace,Partner,Sunny,80,10AM,Bar,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,0,1,0
NoUrgentPlace,Partner,Sunny,80,10AM,CoffeeHouse,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,0
NoUrgentPlace,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,0,1,1
NoUrgentPlace,Partner,Sunny,80,6PM,Bar,1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Bar,1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,1,0,0
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,CoffeeHouse,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,Bar,1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carryout&Takeaway,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,50plus,Marriedpartner,0,Somecollege-nodegree,ProtectiveService,$37500-$49999,?,never,less1,gt8,gt8,1~3,1,1,0,0,1,0
NoUrgentPlace,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,CoffeeHouse,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,Carryout&Takeaway,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,55,2PM,Carryout&Takeaway,1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Partner,Sunny,80,10AM,CoffeeHouse,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,1
NoUrgentPlace,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,1
NoUrgentPlace,Partner,Sunny,80,10AM,Bar,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,0
NoUrgentPlace,Partner,Sunny,80,10AM,CoffeeHouse,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,1
NoUrgentPlace,Partner,Sunny,80,6PM,Restaurant(<20),2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,1
NoUrgentPlace,Partner,Sunny,80,6PM,Bar,1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,CoffeeHouse,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,55,7AM,Bar,1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,1,0,1,0
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carryout&Takeaway,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Female,46,Marriedpartner,0,Somecollege-nodegree,ArtsDesignEntertainmentSports&Media,$25000-$37499,?,less1,4~8,1~3,1~3,less1,1,1,0,0,1,0
NoUrgentPlace,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,CoffeeHouse,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,Carryout&Takeaway,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,0
NoUrgentPlace,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,6PM,CoffeeHouse,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,2PM,CoffeeHouse,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,55,2PM,Carryout&Takeaway,1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,1
NoUrgentPlace,Alone,Sunny,55,10AM,CoffeeHouse,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,1
Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,1,0,1
Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,CoffeeHouse,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,0
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,1,0,1,0
Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,1,0,1,1
Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,1
Work,Alone,Sunny,80,7AM,Carryout&Takeaway,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,1,0,1
Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,0,0,0,1,1
Work,Alone,Sunny,55,7AM,CoffeeHouse,2h,Male,26,Single,0,Associatesdegree,Office&AdministrativeSupport,$37500-$49999,?,4~8,less1,1~3,4~8,1~3,1,1,0,0,1,1
NoUrgentPlace,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,below21,Single,0,Somecollege-nodegree,Student,$100000orMore,?,never,1~3,4~8,4~8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,CoffeeHouse,2h,Female,below21,Single,0,Somecollege-nodegree,Student,$100000orMore,?,never,1~3,4~8,4~8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,Bar,1d,Female,below21,Single,0,Somecollege-nodegree,Student,$100000orMore,?,never,1~3,4~8,4~8,1~3,1,0,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,10AM,Carryout&Takeaway,2h,Female,below21,Single,0,Somecollege-nodegree,Student,$100000orMore,?,never,1~3,4~8,4~8,1~3,1,1,0,0,1,1
NoUrgentPlace,Friend(s),Sunny,80,2PM,CoffeeHouse,1d,Female,below21,Single,0,Somecollege-nodegree,Student,$100000orMore,?,never,1~3,4~8,4~8,1~3,1,0,0,0,1,1
